datetime,move,name,delta,time_delta,final_osum
2021-08-13 17:24:26,stop_buy90,Martin Marietta Materials Inc (MLM),0.0024447990117864755,21:34:17.929961,84
2021-08-13 17:24:26,stop_buy90,Raymond James Financial Inc (RJF),0.012274316705915929,21:34:17.945961,82
2021-08-13 17:24:26,stop_buy90,United Rentals Inc (URI),0.024794298136987785,21:34:17.952386,86
2021-08-13 17:24:26,stop_buy90,NetApp Inc (NTAP),0.0032569360675513896,19:13:04.349456,73
2021-08-13 17:24:26,stop_buy90,Dover Corporation (DOV),0.002440158029281989,19:13:04.365455,84
2021-08-13 17:24:26,stop_buy90,International Flavors & Fragrances Inc (IFF),0.0030110833493497266,6:53:43.565204,81
2021-08-13 17:24:26,stop_buy90,Eaton Corporation PLC (ETN),0.0039480768080397,6:53:43.580204,76
2021-08-13 17:24:26,stop_buy90,Kimco Realty Corporation (KIM),0.005461993627673985,6:53:43.597274,74
2021-08-13 17:24:26,stop_buy90,ОАО Магнит (MGNT),0.0002720594903418881,0:58:49.644315,79
2021-08-13 17:24:26,stop_buy90,Home Depot Inc (HD),0.009937925271576891,0:12:44.712544,52
2021-08-13 17:24:26,stop_buy90,Garmin Ltd (GRMN),0.002164892657405648,0:12:44.724595,66
2021-08-13 17:24:26,stop_buy90,CSX Corporation (CSX),0.0017714791851194324,0:12:44.739861,78
2021-08-13 17:24:26,stop_buy90,Illinois Tool Works Inc (ITW),0.0021479508548844397,0:12:44.754863,82
2021-08-13 17:24:26,stop_buy90,American International Group Inc (AIG),0.0007406035919274049,0:12:44.769861,78
2021-08-13 17:24:26,stop_buy90,Kroger Company (KR),0.0009358914365933352,0:12:44.783861,89
2021-08-13 17:24:26,stop_buy90,Boston Properties Inc (BXP),0.0003397893306149511,0:12:44.798862,82
2021-08-13 17:24:26,stop_buy90,Jacobs Engineering Group Inc (J),-0.005397625044980209,0:12:44.813862,88
2021-08-13 17:24:26,stop_buy90,Simon Property Group Inc (SPG),-0.0033771106941837795,0:12:44.828860,84
2021-08-13 17:24:26,stop_buy90,Allstate Corp (ALL),-0.0008155397390273846,0:12:44.844861,79
2021-08-13 17:24:26,stop_buy90,Devon Energy Corporation (DVN),-0.0035448422545195984,0:12:44.859864,88
2021-08-13 17:24:26,stop_buy90,Arthur J Gallagher & Co (AJG),0.0038028169014083946,0:12:44.868826,74
2021-08-13 17:24:26,stop_buy90,Arconic Corp (ARNC),0.008695652173912908,0:12:44.885827,65
2021-08-13 17:24:26,stop_buy90,Vertex Pharmaceuticals Inc (VRTX),-0.0037040847823850134,21:34:18.231375,-88
2021-08-13 17:24:26,stop_buy80,Goldman Sachs Group Inc (GS),0.005771375915417807,"1 day, 0:00:44.994915",75
2021-08-13 17:24:26,stop_buy80,JPMorgan Chase & Co (JPM),0.006321660985435277,"1 day, 0:00:45.010917",71
2021-08-13 17:24:26,stop_buy80,Zions Bancorporation (ZION),0.010178571428571434,22:13:04.015750,65
2021-08-13 17:24:26,stop_buy80,Truist Financial Corp (TFC),0.010414888168004087,22:13:04.031744,73
2021-08-13 17:24:26,stop_buy80,Fifth Third Bancorp (FITB),0.00694980694980703,21:34:18.237248,76
2021-08-13 17:24:26,stop_buy80,Charles Schwab Corp (SCHW),0.010912962470055994,21:34:18.246784,67
2021-08-13 17:24:26,stop_buy80,CSX Corporation (CSX),0.0008865248226950689,21:34:18.259784,78
2021-08-13 17:24:26,stop_buy80,Emerson Electric Company (EMR),0.0045253225495859705,21:34:18.276784,77
2021-08-13 17:24:26,stop_buy80,MetLife Inc (MET),0.00651828298887117,21:34:18.294783,75
2021-08-13 17:24:26,stop_buy80,State Street Corp (STT),0.006657208337880601,21:34:18.311783,69
2021-08-13 17:24:26,stop_buy80,Ameriprise Financial Inc (AMP),0.005579414895569439,21:34:18.325310,79
2021-08-13 17:24:26,stop_buy80,American International Group Inc (AIG),0.001480111008325593,21:34:18.340315,78
2021-08-13 17:24:26,stop_buy80,Morgan Stanley (MS),0.012730927539006395,21:34:18.357307,75
2021-08-13 17:24:26,stop_buy80,PPG Industries Inc (PPG),-0.0023700894708773906,21:34:18.389311,78
2021-08-13 17:24:26,stop_buy80,Lincoln National Corporation (LNC),0.011992099322799021,21:34:18.416311,79
2021-08-13 17:24:26,stop_buy80,Allstate Corp (ALL),0.004204780171141879,21:34:18.421455,79
2021-08-13 17:24:26,stop_buy80,U.S. Bancorp (USB),0.010186757215619721,21:34:18.436454,70
2021-08-13 17:24:27,stop_buy80,Bank of New York Mellon (BK),0.008755928493250579,21:34:18.455455,76
2021-08-13 17:24:27,stop_buy80,BlackRock Inc (BLK),0.0028741263309164395,21:34:18.474453,76
2021-08-13 17:24:27,stop_buy80,Loews Corp (L),0.005879208979155629,21:34:18.494453,68
2021-08-13 17:24:27,stop_buy80,Berkshire Hathaway B (BRKb),0.005504902804059749,21:34:18.521453,71
2021-08-13 17:24:27,stop_buy80,Hanesbrands Inc (HBI),0.0024330900243309346,21:34:18.525803,78
2021-08-13 17:24:27,stop_buy80,NetApp Inc (NTAP),-0.0009691096305269329,20:25:12.550685,73
2021-08-13 17:24:27,stop_buy80,Eastman Chemical Company (EMN),0.0017242865764289044,19:13:05.033349,70
2021-08-13 17:24:27,stop_buy80,Eaton Corporation PLC (ETN),0.0023965011083817967,19:13:05.049362,76
2021-08-13 17:24:27,stop_buy80,Iron Mountain Incorporated (IRM),0.002799310938845725,19:13:05.064354,74
2021-08-13 17:24:27,stop_buy80,Kimco Realty Corporation (KIM),0.005461993627673985,6:53:44.217293,74
2021-08-13 17:24:27,stop_buy80,Regency Centers Corporation (REG),0.007681879801174953,6:53:44.232292,54
2021-08-13 17:24:27,stop_buy80,ОАО Магнит (MGNT),-0.0007262164124909223,1:13:12.404364,79
2021-08-13 17:24:27,stop_buy80,ОАО НОВАТЭК (NVTK),0.0,0:58:50.400585,77
2021-08-13 17:24:27,stop_buy80,Home Depot Inc (HD),0.009937925271576891,0:12:44.825113,52
